iter	MAE
322	0.278434836
323	0.278133768
324	0.2777944728
325	0.2775874655
326	0.2775078426
327	0.2772311193
328	0.2771102818
329	0.2769662652
330	0.2768107045
331	0.2766907683
332	0.276622498
333	0.276357996
334	0.2761264099
335	0.2759219008
336	0.2756848235
337	0.2753802517
338	0.2752817189
339	0.2750414454
340	0.2748861656
341	0.2747178573
342	0.2743984931
343	0.2739952708
344	0.2738380239
345	0.2733554612
346	0.27303422
347	0.272966981
348	0.2727644487
349	0.2724705499
350	0.2722754655
351	0.2721529846
352	0.2719996798
353	0.2715997815
354	0.2715477722
355	0.2711815073
356	0.2709780977
357	0.2708632154
358	0.2706950153
359	0.2703985732
360	0.2702228313
361	0.2701290811
362	0.269953533
363	0.269851688
364	0.2696973553
365	0.2695211993
366	0.2694439923
367	0.2692989779
368	0.2690682089
369	0.268968012
370	0.2688677647
371	0.2685337718
372	0.268076728
373	0.2676577225
374	0.2674949172
375	0.2673704375
376	0.2672995687
377	0.2670262765
378	0.2669199574
379	0.2666703271
380	0.2664599909
381	0.2662642924
382	0.2659785566
383	0.2658381082
384	0.2656124955
385	0.2654146918
386	0.2651233244
387	0.265016667
388	0.2648585521
389	0.2647493558
390	0.2646061466
391	0.2645197618
392	0.2644062045
393	0.2642204161
394	0.2640237127
395	0.2638407824
396	0.2637864323
397	0.263298288
398	0.2632102132
399	0.2629189392
400	0.2626233125
401	0.2622393447
402	0.2619930461
403	0.261618161
404	0.2614840726
405	0.2611850994
406	0.2611215441
407	0.2610343094
408	0.2608757962
409	0.260664327
410	0.2604778371
411	0.2602702019
412	0.2601661936
413	0.2599182472
414	0.2597175663
415	0.2595362399
416	0.2593868175
417	0.2592446775
418	0.2591849669
419	0.2590985696
420	0.2588445199
421	0.2587023923
422	0.2584932058
423	0.2583593149
424	0.2582599278
425	0.2581133369
426	0.2580612965
427	0.2579200596
428	0.2577815371
429	0.2575603857
430	0.2574188199
431	0.2572262348
432	0.2571377899
433	0.2570730779
434	0.2569043896
435	0.2567835737
436	0.2567259126
437	0.2566240589
438	0.2563220498
439	0.2562300033
440	0.2560161413
441	0.2557893916
442	0.2556915986
443	0.2554722558
444	0.2551563551
445	0.254981829
446	0.2548801027
447	0.2546715242
448	0.2544957004
449	0.2543228244
450	0.2542480504
451	0.2539731119
452	0.2538088773
453	0.2535569214
454	0.2534372489
455	0.2533039747
456	0.2531061445
457	0.2530154601
458	0.2528496901
459	0.2526251837
460	0.2525307828
461	0.2524570123
462	0.2523667386
463	0.2522192766
464	0.251948395
465	0.2517802304
466	0.251709295
467	0.2516223359
468	0.2514188871
469	0.2512969656
470	0.2511785413
471	0.2510092418
472	0.2508349775
473	0.2506909051
474	0.2505287299
475	0.2502967221
476	0.2500504721
477	0.249915372
478	0.2497548248
479	0.2496898116
480	0.2495470486
481	0.2494400616
482	0.2492954762
483	0.2491198996
484	0.2489795267
485	0.248883294
486	0.2487444444
487	0.2485889322
488	0.248397227
489	0.2481702458
490	0.2479146237
491	0.2477035124
492	0.247636742
493	0.2473210466
494	0.2472033599
495	0.2470409987
496	0.2468127537
497	0.2467165192
498	0.2466208607
499	0.246467823
500	0.2463085212
501	0.2460245024
502	0.2457854524
503	0.2455292105
504	0.2454516417
505	0.245374292
506	0.2452909348
507	0.2450828745
508	0.2449183143
509	0.2447292846
510	0.2445304579
511	0.2443682611
512	0.2442820221
513	0.2440976048
514	0.2440352157
515	0.2439694526
516	0.2438741382
517	0.2436903702
518	0.2436150118
519	0.2435442695
520	0.2434656657
521	0.2432769936
522	0.2431502746
523	0.2430890928
524	0.2427820789
525	0.24265658
526	0.2425683874
527	0.2424358214
528	0.2423252217
529	0.2421978287
530	0.2421353368
531	0.241993454
532	0.2419418392
533	0.2417920651
534	0.2415961022
535	0.2412862948
536	0.2411653373
537	0.2411102831
538	0.2408365699
539	0.2407692367
540	0.2406407116
541	0.2403124937
542	0.2402179791
543	0.2399257769
544	0.2397629879
545	0.2396723135
546	0.2395896609
547	0.2394833912
548	0.2392336336
549	0.2390349537
550	0.2388650867
551	0.2387559515
552	0.2385072701
553	0.2382980006
554	0.2381665163
555	0.2379205526
556	0.2378374981
557	0.237618539
558	0.2374878399
559	0.237274328
560	0.2370773742
561	0.2370122703
562	0.2368566059
563	0.2366831293
564	0.2366354109
565	0.2365286778
566	0.23632368
567	0.236151397
568	0.2361109635
569	0.2359270959
570	0.2358344078
571	0.2355581186
572	0.2353802429
573	0.2352348754
574	0.2350385632
575	0.2349952432
576	0.2348850334
577	0.234646584
578	0.2344568959
579	0.2341708739
580	0.2341216691
581	0.2340268242
582	0.2339395787
583	0.2337156867
584	0.2333884967
585	0.2332832825
586	0.2332493364
587	0.2330594231
588	0.2328404915
589	0.2327888447
590	0.2326530811
591	0.2325610403
592	0.2324042324
593	0.2323646929
594	0.2322673325
595	0.2321683884
596	0.2319640536
597	0.2318422115
598	0.2316344282
599	0.2315343553
600	0.2314579727
601	0.231255939
602	0.2311480506
603	0.2309557962
604	0.2308438277
605	0.2307477262
606	0.2306362792
607	0.2305290377
608	0.2303385301
609	0.2301281538
610	0.2299796835
611	0.2298296627
612	0.2296436698
613	0.2295948175
614	0.2293648382
615	0.2292087334
616	0.2290632477
617	0.2289116654
618	0.2288084848
619	0.2287464685
620	0.228632464
621	0.2285463179
622	0.2284812671
623	0.2283205915
624	0.2282091541
625	0.2281645504
626	0.2280473473
627	0.2280066445
628	0.2279191366
629	0.2276785529
630	0.227593971
631	0.2273710517
632	0.2273373104
633	0.2272132239
634	0.2268964979
635	0.2267651009
636	0.2267119953
637	0.2266429548
638	0.2264507736
639	0.2263547164
640	0.2262347998
641	0.2260682235
642	0.2259742322
643	0.2259428438
644	0.2257956019
645	0.2256676623
646	0.2256073386
647	0.2255035667
648	0.2253803548
649	0.2252416697
650	0.2250669054
651	0.2248943999
652	0.2248436099
653	0.2247260198
654	0.2244724338
655	0.2243826146
656	0.2242695515
657	0.2241220095
658	0.2240495921
659	0.2239412069
660	0.223787766
661	0.2235879328
662	0.2234854611
663	0.2233792632
664	0.2231589408
665	0.2230048524
666	0.2229665394
667	0.2226399928
668	0.2226002247
669	0.2225739567
670	0.2224234487
671	0.2223442574
672	0.222173698
673	0.2221302515
674	0.2220520687
675	0.2218947769
676	0.2218427706
677	0.2217686454
678	0.2216404997
679	0.2215569933
680	0.2214018352
681	0.2212730083
682	0.2212382382
683	0.2210903438
684	0.2209893714
685	0.2208249209
686	0.2206318789
687	0.2205185019
688	0.2203347248
689	0.220154594
690	0.2200193928
691	0.2199014354
692	0.219697567
693	0.2195190697
694	0.219481206
695	0.2194173434
696	0.2191983489
697	0.2190063721
698	0.218886274
699	0.2188041492
700	0.2186628407
701	0.2184221908
702	0.2184018587
703	0.2183364951
704	0.2182773608
705	0.2182122393
706	0.2181025501
707	0.2180677972
708	0.217978047
709	0.2179107473
710	0.2177979418
711	0.2177473618
712	0.2177102417
713	0.2176539611
714	0.217557929
715	0.2174677194
716	0.2173057687
717	0.2171338796
718	0.217070534
719	0.2169360428
720	0.2168616303
721	0.2167899109
722	0.2166677574
723	0.2165933905
724	0.2165269325
725	0.2164972422
726	0.2164122449
727	0.2162631356
728	0.2160981209
729	0.2160378129
730	0.215973556
731	0.2158452065
732	0.2157799183
733	0.2156786538
734	0.2156236639
735	0.2155572062
736	0.2154682954
737	0.2154416582
738	0.2153371243
739	0.2152928801
740	0.2152400772
741	0.2151800605
742	0.2150955926
743	0.2150410719
744	0.2149838202
745	0.2147706632
746	0.2147439216
747	0.2145759964
748	0.2145162091
749	0.2143536713
750	0.2141952434
751	0.2140697601
752	0.2140076501
753	0.2139722108
754	0.2138869703
755	0.2138130237
756	0.2136646542
757	0.2135537828
758	0.2134567992
759	0.21340513
760	0.2133223078
761	0.2132443081
762	0.2130527889
763	0.213032153
764	0.212837545
765	0.2127311453
766	0.2126543357
767	0.2125583386
768	0.2124627809
769	0.2124010536
770	0.2122767774
771	0.2121911062
772	0.2121081457
773	0.2118878098
774	0.2117828665
775	0.21159384
776	0.2114510269
777	0.211351852
778	0.2111946428
779	0.211165699
780	0.2110029236
781	0.210925953
782	0.2108479179
783	0.2107962719
784	0.2107342565
785	0.2106856098
786	0.2106190579
787	0.2105540205
788	0.2104667781
789	0.2104115168
790	0.2103512046
791	0.2102377287
792	0.210161014
793	0.2100774263
794	0.2099939952
795	0.2099352203
796	0.209740448
797	0.2097109589
798	0.2095432274
799	0.2094427988
800	0.2094202293
801	0.2094047168
802	0.2092569417
803	0.2091333579
804	0.2090494702
805	0.2089909581
806	0.2088918071
807	0.2087703895
808	0.2087225845
809	0.2086581755
810	0.2086038072
811	0.2085087482
812	0.2084203469
813	0.2083117007
814	0.2081601188
815	0.2081348736
816	0.20805295
817	0.2080231447
818	0.2079192687
819	0.2078411353
820	0.2077772659
821	0.2077233418
822	0.2076306465
823	0.2074954761
824	0.2073565686
825	0.2072984785
826	0.2072229526
827	0.2071249464
828	0.2069980325
829	0.2069146669
830	0.2068602152
831	0.2067465577
832	0.2066189956
833	0.206531543
834	0.2064944088
835	0.2064403816
836	0.2063634774
837	0.206327248
838	0.2063042465
839	0.2062268856
840	0.2061710672
841	0.2061365728
842	0.2060666601
843	0.2059962186
844	0.2059236441
845	0.2058806254
846	0.205774938
847	0.2057341785
848	0.2056772234
849	0.2056370574
850	0.205599813
851	0.2055291051
852	0.2054611276
853	0.2054001155
854	0.2053443789
855	0.2051823261
856	0.2050753967
857	0.2050128006
858	0.2049043937
859	0.2048601252
860	0.204750576
861	0.2046441833
862	0.204572597
863	0.2044651836
864	0.2044411164
865	0.2044101404
866	0.2043640554
867	0.2043042307
868	0.2042760379
869	0.2041978465
870	0.2041344049
871	0.2040135415
872	0.2038650321
873	0.2038059175
874	0.2036659316
875	0.2035701253
876	0.2035370248
877	0.2034623761
878	0.2034042225
879	0.2032512921
880	0.2031580053
881	0.2030599406
882	0.2030270819
883	0.2029669283
884	0.2028120854
885	0.2027450424
886	0.2027124027
887	0.2026805532
888	0.2026356282
889	0.2024524798
890	0.2023993253
891	0.2023372507
892	0.2022987889
893	0.2021821043
894	0.2020848749
895	0.2020227718
896	0.2019790064
897	0.2019526159
898	0.2018156684
899	0.2017726558
900	0.2017368869
901	0.2016448748
902	0.2016265398
903	0.2015205211
904	0.2014256665
905	0.2013633623
906	0.2012495337
907	0.2011949243
908	0.2011014034
909	0.200993322
910	0.2008731822
911	0.2008043259
912	0.2007747748
913	0.2007287531
914	0.2006942957
915	0.2006748263
916	0.200637578
917	0.2005789459
918	0.2005060439
919	0.2004676134
920	0.2002944197
921	0.2002543013
922	0.2001234724
923	0.2000134083
924	0.1999605976
925	0.199868912
926	0.1997756282
927	0.199745814
928	0.1996564345
929	0.1996362661
930	0.1995322419
931	0.199493514
932	0.1994222853
933	0.1993391113
934	0.1993036569
935	0.1992464824
936	0.1991872851
937	0.1991232908
938	0.1990455457
939	0.1989892086
940	0.1989105086
941	0.1988347975
942	0.1987563718
943	0.1987036841
944	0.19858505
945	0.1985290838
946	0.1984501995
947	0.1983451451
948	0.1982876512
949	0.1981601908
950	0.1981062946
951	0.1980629915
952	0.1979356977
953	0.1979074924
954	0.197856353
955	0.1977968476
956	0.1977431974
957	0.1976861985
958	0.197607185
959	0.1975281295
960	0.197492788
961	0.1974385843
962	0.1973283062
963	0.1972653164
964	0.1971562031
965	0.1970560441
966	0.1970305908
967	0.1970217467
968	0.1970035078
969	0.1969675318
970	0.1968962515
971	0.1968626828
972	0.1968086033
973	0.1966567801
974	0.1965979924
975	0.1965554934
976	0.1965219022
977	0.1964592983
978	0.1964026263
979	0.1963775527
980	0.1963104134
981	0.1962692693
982	0.1962591118
983	0.1962233009
984	0.1961759773
985	0.1961531247
986	0.19610436
987	0.1960201655
988	0.1959840004
989	0.1959641936
990	0.1958738254
991	0.1958258525
992	0.1957353057
993	0.1956715462
994	0.195651155
995	0.195569357
996	0.1955619185
997	0.1955089629
998	0.1954831503
999	0.1954128545
1000	0.1953843688
1001	0.1953507462
1002	0.1953236304
1003	0.1953159998
1004	0.1952619478
1005	0.1952359089
1006	0.1951761838
1007	0.1951362566
1008	0.1951169115
1009	0.1950547836
1010	0.1950258093
1011	0.1949639333
1012	0.1949125544
1013	0.1948832042
1014	0.1948713015
1015	0.1948207899
1016	0.1947917124
1017	0.194775757
1018	0.1947484033
1019	0.1947013376
1020	0.1946126855
1021	0.194553328
1022	0.1945246442
1023	0.1945094107
1024	0.1944327217
1025	0.1944068229
1026	0.1943465939
1027	0.1943026874
1028	0.1942194463
1029	0.194144474
1030	0.1941227864
1031	0.1940842836
1032	0.19407277
1033	0.1940257997
1034	0.1939325936
1035	0.1938961158
1036	0.1938424665
1037	0.1938044632
1038	0.1937981832
1039	0.1937440291
1040	0.1937024903
1041	0.1936733482
1042	0.1936508488
1043	0.19363571
1044	0.1935312325
1045	0.19342611
1046	0.1933889218
1047	0.1933025623
1048	0.1932846921
1049	0.1932539226
1050	0.1932278454
1051	0.1932093573
1052	0.1931858888
1053	0.1930865259
1054	0.1930421484
1055	0.1929712516
1056	0.1929242477
1057	0.1928409592
1058	0.192814137
1059	0.1927620541
1060	0.1927457628
1061	0.1927134149
1062	0.1926438858
1063	0.1926126576
1064	0.1925134474
1065	0.1924659392
1066	0.1923960147
1067	0.1923751612
1068	0.1923598201
1069	0.1923289714
1070	0.1922327183
1071	0.1921440371
1072	0.1920920619
1073	0.1920359241
1074	0.191999354
1075	0.1919760998
1076	0.1919092865
1077	0.1918569353
1078	0.1918084044
1079	0.1917484392
1080	0.1917219739
1081	0.1916294285
1082	0.1915817846
1083	0.1915425133
1084	0.1915118423
1085	0.1914738117
1086	0.1914485467
1087	0.1914049989
1088	0.1913321888
1089	0.1912426141
1090	0.1911961275
1091	0.1911709732
1092	0.1911256854
1093	0.1910284611
1094	0.1909991439
1095	0.1909664851
1096	0.1909371713
1097	0.1908748493
1098	0.1908524733
1099	0.1908262888
1100	0.1907703034
1101	0.1906677744
1102	0.1906395388
1103	0.1906133504
1104	0.1905576222
1105	0.190518953
1106	0.1905082864
1107	0.1904834659
1108	0.1904669418
1109	0.1903897776
1110	0.1903188013
1111	0.1902694905
1112	0.1902288646
1113	0.1902147071
1114	0.1901734981
1115	0.190134511
1116	0.1899906793
1117	0.1899408065
1118	0.1899249383
1119	0.1899029469
1120	0.1898790407
1121	0.189802747
1122	0.189690371
1123	0.189644719
1124	0.189594031
1125	0.1895228873
1126	0.1894997326
1127	0.1894495998
1128	0.1893783128
1129	0.1893581255
1130	0.1893340462
1131	0.1892967192
1132	0.1892776622
1133	0.1891746311
1134	0.1891348115
1135	0.1891031793
1136	0.1890747839
1137	0.189067404
1138	0.1890082502
1139	0.1889858613
1140	0.1889069768
1141	0.1888399422
1142	0.1887650187
1143	0.1887326823
1144	0.1886683963
1145	0.1886060911
1146	0.1885875467
1147	0.1885626423
1148	0.1885135674
1149	0.1884724405
1150	0.1884141722
1151	0.188334862
1152	0.1883092191
1153	0.1882777574
1154	0.1882460981
1155	0.188221413
1156	0.1881719427
1157	0.1881381332
1158	0.1880875774
1159	0.1880186386
1160	0.1879766588
1161	0.187942754
1162	0.187883236
1163	0.1878410509
1164	0.1877767154
1165	0.1877489525
1166	0.1877315707
1167	0.187671132
1168	0.1875611468
1169	0.1875224266
1170	0.187493621
1171	0.1874058059
1172	0.1873715189
1173	0.1873408254
1174	0.1873118308
1175	0.1872896558
1176	0.187273538
1177	0.1872496516
1178	0.1872171411
1179	0.1872124438
1180	0.1871587144
1181	0.1871322222
1182	0.1870802367
1183	0.1870634664
1184	0.1870348588
1185	0.1869980046
1186	0.186934022
1187	0.1868835888
1188	0.1867975566
1189	0.1867705103
1190	0.1867014245
1191	0.186642918
1192	0.1866314578
1193	0.186593082
1194	0.1865667376
1195	0.1865050081
1196	0.1864761947
1197	0.1864627544
1198	0.1864068696
1199	0.1863936651
1200	0.186357919
1201	0.1863302332
1202	0.1863066196
1203	0.186278557
1204	0.1862365907
1205	0.1861941209
1206	0.1861779142
1207	0.1861134213
1208	0.1860429212
1209	0.1859937539
1210	0.1859696406
1211	0.1859571265
1212	0.1858746849
1213	0.1858169539
1214	0.1857725056
1215	0.1856889036
1216	0.1856441043
1217	0.1856020561
1218	0.1855717536
1219	0.1855375151
1220	0.1855033589
1221	0.1854798833
1222	0.185448346
1223	0.1854223319
1224	0.1853926886
1225	0.1853805703
1226	0.1853527887
1227	0.1853160358
1228	0.1852738458
1229	0.1851654937
1230	0.185152559
1231	0.1851092163
1232	0.1850743016
1233	0.1850610598
1234	0.1849826608
1235	0.1849085232
1236	0.1848627509
1237	0.1848343248
1238	0.1847733929
1239	0.1847516055
1240	0.1847177712
1241	0.1846753674
1242	0.1846560961
1243	0.1845345391
1244	0.1845183495
1245	0.1844532088
1246	0.1844326609
1247	0.1844135516
1248	0.1843975119
1249	0.1843663655
1250	0.1843306264
1251	0.1842595954
1252	0.1842179762
1253	0.1841963119
1254	0.1841727785
1255	0.1841623646
1256	0.1841416808
1257	0.1841156406
1258	0.1840939748
1259	0.1840080628
1260	0.1839658453
1261	0.1838975501
1262	0.1837961202
1263	0.1837521441
1264	0.1837054334
1265	0.183694187
1266	0.1836839805
1267	0.183617454
1268	0.1835970149
1269	0.1835608549
1270	0.1835405147
1271	0.183511753
1272	0.1834492054
1273	0.1834367225
1274	0.1834122418
1275	0.1833506812
1276	0.1833181336
1277	0.1832338408
1278	0.1832175825
1279	0.1831769558
1280	0.1831481911
1281	0.1830775757
1282	0.1830306686
1283	0.1829944111
1284	0.1829687109
1285	0.1829383019
1286	0.1828934148
1287	0.1828303801
1288	0.1827777216
1289	0.1827390728
1290	0.182715465
1291	0.182692686
1292	0.1826712171
1293	0.1826388427
1294	0.1826116502
1295	0.1825774184
1296	0.1825556676
1297	0.1825413179
1298	0.1824819504
1299	0.1824115486
1300	0.1823941772
1301	0.1823268751
1302	0.1822989061
1303	0.1822422158
1304	0.1822048576
1305	0.1821841441
1306	0.1821629056
1307	0.1821411198
1308	0.182081794
1309	0.1820539232
1310	0.1820254417
1311	0.1820099002
1312	0.1819991786
1313	0.1819202987
1314	0.1819061424
1315	0.1818813366
1316	0.1818611521
1317	0.181751542
1318	0.1817083462
1319	0.1816900892
1320	0.1816831055
1321	0.181655223
1322	0.1816438916
1323	0.1816087589
1324	0.1815887937
1325	0.1814268356
1326	0.1813924001
1327	0.1813591291
1328	0.1813414723
1329	0.1813339614
1330	0.181234842
1331	0.181213216
1332	0.1811700215
1333	0.181141429
1334	0.1810936226
1335	0.1810635907
1336	0.1810392836
1337	0.1810065231
1338	0.1809480008
1339	0.1809083002
1340	0.1808590374
1341	0.1808375798
1342	0.1808163684
1343	0.1807956942
1344	0.180774549
1345	0.180706966
1346	0.18067227
1347	0.1806501237
1348	0.18060683
1349	0.1805898741
1350	0.1805402098
1351	0.180490753
1352	0.1804798516
1353	0.1804655214
1354	0.1804483865
1355	0.1803871748
1356	0.1803657697
1357	0.1803475882
1358	0.1802452021
1359	0.1802121743
1360	0.1801451041
1361	0.1801144392
1362	0.1800690016
1363	0.1800175108
1364	0.1800047259
1365	0.1799598115
1366	0.1798970059
1367	0.179824649
1368	0.1797737133
1369	0.1797571116
1370	0.1797158498
1371	0.1796889123
1372	0.1796775649
1373	0.1796006594
1374	0.1795427961
1375	0.1795194968
1376	0.1794524574
1377	0.1794340498
1378	0.1793987588
1379	0.1793281584
1380	0.1792736253
1381	0.1792525889
1382	0.1792310613
1383	0.1791660977
1384	0.1791507876
1385	0.1791424516
1386	0.1791196278
1387	0.1790967947
1388	0.1790813076
1389	0.1790609875
1390	0.1790343226
1391	0.1790015349
1392	0.1789675116
1393	0.1789389054
1394	0.1789163876
1395	0.1789026335
1396	0.1788339149
1397	0.1787610549
1398	0.1787482771
1399	0.1787306598
1400	0.1786521743
1401	0.1786363514
1402	0.1786006205
1403	0.1785913387
1404	0.1785366035
1405	0.1784410498
1406	0.178392454
1407	0.1783528328
1408	0.1782696498
1409	0.1782365068
1410	0.1782046237
1411	0.1781969382
1412	0.1781604267
1413	0.1781162318
1414	0.1781014219
1415	0.1780644252
1416	0.1780000482
1417	0.17794402
1418	0.1779134629
1419	0.1778845118
1420	0.1778464273
1421	0.1778265191
1422	0.1778017481
1423	0.1777827928
1424	0.1776935523
1425	0.1776793731
1426	0.1776347729
1427	0.1776101232
1428	0.1775693892
1429	0.1775401091
1430	0.1775220485
1431	0.1775105464
1432	0.177473293
1433	0.1774248999
1434	0.1773927235
1435	0.1773428275
1436	0.1773170351
1437	0.1772716657
1438	0.1772024796
1439	0.1771539201
1440	0.1771394763
1441	0.1771179138
1442	0.1770379192
1443	0.1769877422
1444	0.1769491533
1445	0.1768842876
1446	0.1768638582
1447	0.1768408062
1448	0.1768063905
1449	0.176755547
1450	0.1767088217
1451	0.176684623
1452	0.1766608982
1453	0.1765669041
1454	0.1765280668
1455	0.1765155082
1456	0.1764966331
1457	0.1764451474
1458	0.1764157075
1459	0.1763373682
1460	0.1763041529
1461	0.176292976
1462	0.1762186345
1463	0.1761472983
1464	0.176123961
1465	0.1760894413
1466	0.1760645136
1467	0.1760296505
1468	0.1759681644
1469	0.1759292947
1470	0.175883631
1471	0.175836116
1472	0.17579938
1473	0.1757784213
1474	0.1757274021
1475	0.175705682
1476	0.1756604686
1477	0.1756247333
1478	0.175574294
1479	0.1755557139
1480	0.1755163937
1481	0.1755061426
1482	0.1754819527
1483	0.1754682622
1484	0.1754215796
1485	0.1753810463
1486	0.1753603744
1487	0.1753139638
1488	0.1752747654
1489	0.1752367559
1490	0.1752154821
1491	0.1752036358
1492	0.17519214
1493	0.1751676204
1494	0.17514139
1495	0.1750981134
1496	0.1750893774
1497	0.1750752891
1498	0.1750198818
1499	0.1749479423
